1.000000000000000048e-04 4.845026914954526546e+03
1.024958444472269612e-04 4.961226916617062670e+03
1.050539812895014640e-04 5.080210614869180972e+03
1.076759652481062176e-04 5.202044466881702647e+03
1.103633898477491079e-04 5.326796459622018119e+03
1.131178883850356013e-04 5.454536183708687531e+03
1.159411349211139067e-04 5.585334876823420018e+03
1.188348452990943327e-04 5.719265462266184841e+03
1.218007781868625164e-04 5.856402588399564593e+03
1.248407361459185597e-04 5.996822669002232942e+03
1.279565667268937185e-04 6.140603924552374338e+03
1.311501635924090315e-04 6.287826424461793977e+03
1.344234676679592600e-04 6.438572114512921871e+03
1.377784683215199321e-04 6.592924780721967181e+03
1.412172045725969673e-04 6.750970144825827447e+03
1.447417663314511116e-04 6.912795941643513288e+03
1.483542956692528441e-04 7.078491965572965455e+03
1.520569881199365636e-04 7.248150118087124611e+03
1.558520940145485584e-04 7.421864456298960249e+03
1.597419198488976273e-04 7.599731242618015131e+03
1.637288296853399102e-04 7.781848995522565019e+03
1.678152465895511652e-04 7.968318534756026565e+03
1.720036541031567023e-04 8.159242904755493328e+03
1.762965977531176140e-04 8.354727424301434439e+03
1.806966865987888568e-04 8.554879851463399973e+03
1.852065948175878323e-04 8.759810443090804256e+03
1.898290633302407383e-04 8.969632011119201707e+03
1.945669014665914989e-04 9.184459980093395643e+03
1.994229886729867842e-04 9.404412445932319315e+03
2.044002762622755694e-04 9.629610235960966747e+03
2.095017892074841530e-04 9.860176969653053675e+03
2.147306279802602667e-04 1.009623898411577647e+04
2.200899704352009473e-04 1.033792520206735571e+04
2.255830737412113911e-04 1.058536744086478211e+04
2.312132763610652954e-04 1.083870051763638185e+04
2.369840000803744885e-04 1.109806231443616707e+04
2.428987520871966020e-04 1.136359384471366866e+04
2.489611271035484610e-04 1.163543932112267794e+04
2.551748095701160705e-04 1.191374622469283349e+04
2.615435758854937919e-04 1.219866537538840385e+04
2.680712967013104274e-04 1.249035091473853572e+04
2.747619392746393973e-04 1.278895988816214231e+04
2.816195698791186010e-04 1.309465261069500775e+04
2.886483562762510329e-04 1.340759294332703575e+04
2.958525702483837637e-04 1.372794836608827791e+04
3.032365901949059359e-04 1.405589005198661107e+04
3.108049037932458921e-04 1.439159294226020938e+04
3.185621107262787220e-04 1.473523582296284440e+04
3.265129254778092365e-04 1.508700140289858791e+04
3.346621801978254132e-04 1.544707636117007860e+04
3.430148276392615335e-04 1.581565075143350077e+04
3.515759441680611926e-04 1.619291802313510561e+04
3.603507328483654924e-04 1.657907570349309026e+04
3.693445266047027352e-04 1.697432550066356998e+04
3.785627914631028859e-04 1.737887338133138110e+04
3.880111298731021363e-04 1.779292964937565557e+04
3.976952841126625343e-04 1.821670902561061666e+04
4.076211397780714883e-04 1.865043072860546818e+04
4.177947293609457491e-04 1.909431855476244164e+04
4.282222359145078394e-04 1.954860038355636789e+04
4.389099968113712065e-04 2.001350735495722984e+04
4.498645075951118451e-04 2.048927502970471687e+04
4.610924259279689159e-04 2.097614366010552112e+04
4.726005756370761949e-04 2.147435826431492751e+04
4.843959508616768172e-04 2.198416870112155812e+04
4.964857203038497294e-04 2.250582974521224241e+04
5.088772315853280900e-04 2.303960116289207872e+04
5.215780157130527929e-04 2.358574778823531960e+04
5.345957916561836550e-04 2.414453931570317945e+04
5.479384710373434459e-04 2.471624869359196236e+04
5.616141629409488129e-04 2.530115314311921611e+04
5.756311788415505691e-04 2.589953495781440506e+04
5.899980376551745495e-04 2.651168156650616947e+04
6.047234709167386996e-04 2.713788559354332028e+04
6.198164280866922098e-04 2.777844491847435347e+04
6.352860819900943900e-04 2.843366273512506086e+04
6.511418343914499680e-04 2.910384761001123843e+04
6.673933217086807030e-04 2.978931345395452809e+04
6.840504208697103508e-04 3.049037754913141180e+04
7.011232553152189472e-04 3.120736030930826382e+04
7.186222011512208210e-04 3.194058721884775878e+04
7.365578934551937152e-04 3.269038895529485308e+04
7.549412327396063088e-04 3.345710141693571495e+04
7.737833915767645043e-04 3.424106574816573993e+04
7.930958213889975714e-04 3.504262836256220180e+04
8.128902594083239549e-04 3.586214096354680805e+04
8.331787358098154865e-04 3.669996055881107895e+04
8.539735810229996281e-04 3.755644781993616925e+04
8.752874332257474686e-04 3.843196425112373254e+04
8.971332460251876806e-04 3.932687543164896488e+04
9.195242963303333324e-04 4.024155162837724492e+04
9.424741924211968176e-04 4.117636776339209609e+04
9.659968822192883985e-04 4.213170337700245000e+04
