1.000000000000000048e-04 4.721445120241848485e+02
1.024958444472269612e-04 4.834682771926218834e+02
1.050539812895014640e-04 4.950633274793795522e+02
1.076759652481062176e-04 5.069361391446776679e+02
1.103633898477491079e-04 5.190933386252540913e+02
1.131178883850356013e-04 5.315417091446664699e+02
1.159411349211139067e-04 5.442881945428508743e+02
1.188348452990943327e-04 5.573399030390817188e+02
1.218007781868625164e-04 5.707041110818305469e+02
1.248407361459185597e-04 5.843882672874995023e+02
1.279565667268937185e-04 5.983999964700426517e+02
1.311501635924090315e-04 6.127471037569025611e+02
1.344234676679592600e-04 6.274375754995629677e+02
1.377784683215199321e-04 6.424795777366176708e+02
1.412172045725969673e-04 6.578814671294629761e+02
1.447417663314511116e-04 6.736517967257973396e+02
1.483542956692528441e-04 6.897993204969947101e+02
1.520569881199365636e-04 7.063329979778549159e+02
1.558520940145485584e-04 7.232619990109935770e+02
1.597419198488976273e-04 7.405957085981347063e+02
1.637288296853399102e-04 7.583437318606457893e+02
1.678152465895511652e-04 7.765158969291790072e+02
1.720036541031567023e-04 7.951222458323575211e+02
1.762965977531176140e-04 8.141730471285083013e+02
1.806966865987888568e-04 8.336788078515006646e+02
1.852065948175878323e-04 8.536502789311347215e+02
1.898290633302407383e-04 8.740984607001022368e+02
1.945669014665914989e-04 8.950346085204197379e+02
1.994229886729867842e-04 9.164702385317589233e+02
2.044002762622755694e-04 9.384171335241686620e+02
2.095017892074841530e-04 9.608873481699416743e+02
2.147306279802602667e-04 9.838931943353708220e+02
2.200899704352009473e-04 1.007447242614928996e+03
2.255830737412113911e-04 1.031562349194693979e+03
2.312132763610652954e-04 1.056251663259190764e+03
2.369840000803744885e-04 1.081528633374487981e+03
2.428987520871966020e-04 1.107407014000960316e+03
2.489611271035484610e-04 1.133900872138006889e+03
2.551748095701160705e-04 1.161024594103152594e+03
2.615435758854937919e-04 1.188792892422061186e+03
2.680712967013104274e-04 1.217220793289132189e+03
2.747619392746393973e-04 1.246323605851772072e+03
2.816195698791186010e-04 1.276116969984474508e+03
2.886483562762510329e-04 1.306616872196559598e+03
2.958525702483837637e-04 1.337839652761652133e+03
3.032365901949059359e-04 1.369802012975753769e+03
3.108049037932458921e-04 1.402521022545671030e+03
3.185621107262787220e-04 1.436014127109566971e+03
3.265129254778092365e-04 1.470299155891354303e+03
3.346621801978254132e-04 1.505394318334890386e+03
3.430148276392615335e-04 1.541318133138549001e+03
3.515759441680611926e-04 1.578089474012454730e+03
3.603507328483654924e-04 1.615727615729313811e+03
3.693445266047027352e-04 1.654252241870244688e+03
3.785627914631028859e-04 1.693683452448154185e+03
3.880111298731021363e-04 1.734041771638097998e+03
3.976952841126625343e-04 1.775348155615046835e+03
4.076211397780714883e-04 1.817624000499256681e+03
4.177947293609457491e-04 1.860891147254156294e+03
4.282222359145078394e-04 1.905171794161682101e+03
4.389099968113712065e-04 1.950488477271546344e+03
4.498645075951118451e-04 1.996864177354116237e+03
4.610924259279689159e-04 2.044322333209506951e+03
4.726005756370761949e-04 2.092886848928350901e+03
4.843959508616768172e-04 2.142582101201832302e+03
4.964857203038497294e-04 2.193432946679018187e+03
5.088772315853280900e-04 2.245464729368929966e+03
5.215780157130527929e-04 2.298703288028289535e+03
5.345957916561836550e-04 2.353174892761990122e+03
5.479384710373434459e-04 2.408906102890242437e+03
5.616141629409488129e-04 2.465923927629481113e+03
5.756311788415505691e-04 2.524255868416933026e+03
5.899980376551745495e-04 2.583929924666729221e+03
6.047234709167386996e-04 2.644974599471634065e+03
6.198164280866922098e-04 2.707418905244541747e+03
6.352860819900943900e-04 2.771292369293494176e+03
6.511418343914499680e-04 2.836625039323808323e+03
6.673933217086807030e-04 2.903447452535897355e+03
6.840504208697103508e-04 2.971790363604583945e+03
7.011232553152189472e-04 3.041684872905018892e+03
7.186222011512208210e-04 3.113162571680118617e+03
7.365578934551937152e-04 3.186255545367717332e+03
7.549412327396063088e-04 3.260996375630409148e+03
7.737833915767645043e-04 3.337418142146390437e+03
7.930958213889975714e-04 3.415554424149834631e+03
8.128902594083239549e-04 3.495439301709363008e+03
8.331787358098154865e-04 3.577107347491231849e+03
8.539735810229996281e-04 3.660593312478404187e+03
8.752874332257474686e-04 3.745932014207632619e+03
8.971332460251876806e-04 3.833158677428594729e+03
9.195242963303333324e-04 3.922308953001594546e+03
9.424741924211968176e-04 4.013418913205049648e+03
9.659968822192883985e-04 4.106525046538862625e+03
9.901066617645441336e-04 4.201664252007088180e+03
1.014818183903818619e-03 4.298873832862934250e+03
1.040146467196231611e-03 4.398191489638993517e+03
1.066106905040775004e-03 4.499654938011367449e+03
1.092715275031738448e-03 4.603301039782218140e+03
1.119987748547617793e-03 4.709166643325360383e+03
1.147940900579365710e-03 4.817288784533871876e+03
1.176591719803923115e-03 4.927704667727263768e+03
1.205957618909181406e-03 5.040451645592039313e+03
1.236056445176636790e-03 5.155567198134739556e+03
1.266906491328168840e-03 5.273088910626958750e+03
1.298526506643539555e-03 5.393054450522562547e+03
1.330935708355372510e-03 5.515501455128324778e+03
1.364153793328519524e-03 5.640466779418018632e+03
1.398200950030945239e-03 5.767986768729907453e+03
1.433097870803367278e-03 5.898097618842944030e+03
1.468865764435141026e-03 6.030835344867553431e+03
1.505526369054013347e-03 6.166235745185374071e+03
1.543101965337585540e-03 6.304334364067010029e+03
1.581615390054513836e-03 6.445166452955318164e+03
1.621090049943674791e-03 6.588766930403372498e+03
1.661549935939742820e-03 6.735170306864476515e+03
1.703019637753796231e-03 6.884409340616193731e+03
1.745524358817859140e-03 7.036514445482142946e+03
1.789089931602408715e-03 7.191515126887495171e+03
1.833742833316203986e-03 7.349440030956461669e+03
1.879510201997948785e-03 7.510316882266069115e+03
1.926419853009578948e-03 7.674172419965571862e+03
1.974500295941194420e-03 7.841032332280492483e+03
2.023780751937922281e-03 8.010921189425526791e+03
2.074291171459210787e-03 8.183862374838415235e+03
2.126062252481394910e-03 8.359877397135656793e+03
2.179125459154539982e-03 8.538984279554711975e+03
2.233513040924957772e-03 8.721198961678615888e+03
2.289258052134973166e-03 8.906535624001020551e+03
2.346394372111880282e-03 9.095006600300088394e+03
2.404956725758280491e-03 9.286622288628874230e+03
2.464980704656327508e-03 9.481391061008544057e+03
2.526502788698708254e-03 9.679319171917677522e+03
2.589560368259476598e-03 9.880410665678984515e+03
2.654191766918270832e-03 1.008466707321403919e+04
2.720436264751655616e-03 1.029208545391435109e+04
2.788334122205808358e-03 1.050265901719114845e+04
2.857926604565016755e-03 1.071637808175416649e+04
